base_id	name	category_id	subgroup	confidence	source	observed_version	status
1025	魔法使いの守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1026	僧侶の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1027	戦士の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1028	忍者の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1029	賢者の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1030	君主の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1031	マジックソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1032	マジックソード改	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1033	魔法の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1034	眠りの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1035	紅蓮の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1036	吹雪の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1037	軍神の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1038	稲妻の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1039	破壊の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1040	癒しの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1041	守護の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1042	妖精の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1043	回復の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1044	結界の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1045	女神の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1046	神秘の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1047	魔法剣『魔矢』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1048	魔法剣『幻夢』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1049	魔法剣『紅蓮』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1050	魔法剣『吹雪』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1051	魔法剣『軍神』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1052	魔法剣『稲妻』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1053	魔法剣『破壊』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1055	魔法剣『守護』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1056	魔法剣『妖精』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1058	魔法剣『結界』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1059	魔法剣『女神』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1061	トゥハンドソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1062	ディフェンダー	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1063	フレイムタン	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1064	アイスブランド	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1065	オートクレール	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1066	雷神剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1067	勇者の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1068	キルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1069	テンプルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1070	ハイランダーソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1071	ルミナスソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1072	赤竜の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1074	龍王の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1075	名剣バルムンク	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1076	ブリュンヒルドの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1077	神殺しの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1078	天轟雲剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1079	建御雷神剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1080	傭兵の大剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1081	剣聖の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1082	侍の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1083	王族の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1084	秘法剣士の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1085	神魔の守護剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1086	クリティカルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1087	クルセイダーソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1088	アンバーソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1089	ブレイブブレイド	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1090	ギガントブレイド	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1091	闇討ちの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1092	ホーリーソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1093	黒騎士の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1094	阿修羅の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1095	トリプルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1096	天竜剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1097	巨大剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1098	リチャードの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1099	シャイニングソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1100	ゴッズボルボソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1101	悪魔将軍の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1102	デビルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1103	プリンセスソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1104	光輝の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1105	ドミニオンソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1106	麒麟の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1107	エクスカリバー	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1108	デスブリンガー	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1109	魔人の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1110	皆殺しの剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1111	ヴァルキリーソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1112	ミラクルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1113	オメガパーツ『剣』	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1114	ヴォーパルソード	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
1115	覇者の剣	2	Wep2	confirmed	ipa-v5.10-static	5.10	selectable
0121	日本刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0122	名刀コテツ	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0123	菊一文字	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0124	国綱の太刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0125	村正	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0126	竜刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0127	金剛刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0128	神魔刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1501	木刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1502	長刀物干竿	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1503	斬馬刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1504	小烏丸	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1505	備前長船	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1506	大典太光世	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1507	三日月宗近	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1509	陸奥守吉行	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1510	バトルアクス	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1511	グレートアクス	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1512	巨人の戦斧	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1513	一撃の魔斧	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1514	雷衝槍	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1515	陽炎の刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1516	武士の魂	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1517	方天画戟	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1518	魔獣の太刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1519	クロスハンマー	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1520	チェーンソー	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1521	竜砕きの斧	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1522	氷竜の槍	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1523	七支刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1524	数珠丸恒次	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1525	海竜の太刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1526	原始の斧	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1528	神威の大太刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1529	獅子王刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1530	鬼丸国綱	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1531	竜人王の槍	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1532	国護りの刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1533	聖なる槍	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1535	神獣の槍	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1536	雷切	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1537	マサムネ	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1538	魔人の刀	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1539	妖刀村雨	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1540	破壊の斧	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
1542	ヘラクレスの棍棒	3	Wep3	confirmed	ipa-v5.10-static	5.10	selectable
0129	ロングボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0130	ミスリルボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0131	ロイヤルボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0132	カイザーボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0133	エンシェントボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0134	ドラゴンボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0135	アダマントボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0136	神魔弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2001	キラーボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2002	シルバーボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2003	狩人の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2004	竜殺しの弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2005	ゴッドハンター	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2006	ボウガン	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2007	マジックボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2009	大弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2010	アーバレスト	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2011	エルブンボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2012	ミラクルボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2013	クロスボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2014	呂布の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2015	勇者の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2016	黒塗りの弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2017	ハイランダーボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2019	クイーンボウ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2021	短銃	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2022	長銃	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2026	連弩	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2028	天使の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2029	摩天楼の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2030	将軍の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2031	トリトンの弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2033	黄金の弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2034	エーテルライフル	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2035	剛弓サジタリウス	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2036	ガーンデーヴァ	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2037	ヘラクレスの弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2038	アルテミスの弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2039	竜星弓	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2040	ロングライフル	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
2041	バズーカ砲	4	Wep4	confirmed	ipa-v5.10-static	5.10	selectable
0137	アーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0138	ミスリルアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0139	ロイヤルアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0140	カイザーアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0141	エンシェントアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0142	ドラゴンアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0143	アダマントアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0144	神魔アーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2502	暗殺者の服	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2503	舞姫の衣	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2504	仁王の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2505	歴戦の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2506	パラディンアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2507	頑固な鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2508	機械の体	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2509	溶ける鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2510	血塗られた鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2511	豪華な鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2512	大鱗の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2513	ケブラーアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2514	ミラーアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2515	ドラゴンメイル	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2516	ライトアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2517	ブルーメタルアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2518	深紅の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2519	白銀の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2520	緑竜の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2522	王家の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2523	英雄の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2524	金竜の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2526	ファフニールの竜血	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2527	勇者の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2528	ヒドラアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2529	赤胴の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2530	黒騎士の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2531	アークナイトアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2532	クルセイダーアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2533	ボーンアーマー	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2534	デモンズメイル	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2535	源氏の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2536	防刃の陣羽織	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2537	悪魔王の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2538	黄金の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
2539	冥界の鎧	5	Amr1	confirmed	ipa-v5.10-static	5.10	selectable
0145	フルプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0146	ミスリルプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0147	ロイヤルプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0148	カイザープレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0149	エンシェントプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0150	ドラゴンプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0151	アダマントプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0152	神魔プレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0269	ヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0270	ミスリルヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0271	ロイヤルヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0272	カイザーヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0273	エンシェントヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0274	ドラゴンヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0275	アダマントヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0276	神魔ヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3002	ジャイアントプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3004	合金の重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3005	重装甲鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3006	ガーディアンプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3007	ダマスカスプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3008	アイスプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3009	ファイヤープレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3010	ジェネラルプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3012	フルメタルプレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3013	マッスルスーツ	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3015	ウェディングドレス	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3016	金剛武者鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3018	赤竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
